YDL032W,YDL032W,TFIID-dominated
YDL033C,SLM3,TFIID-dominated
YDL034W,YDL034W,TFIID-dominated
YDL035C,GPR1,no_call
YDL036C,PUS9,TFIID-dominated
YDL037C,BSC1,TFIID-dominated
YDL039C,PRM7,TFIID-dominated
YDL040C,NAT1,TFIID-dominated
YDL041W,YDL041W,TFIID-dominated
YDL042C,SIR2,TFIID-dominated
YDL043C,PRP11,TFIID-dominated
YDL044C,MTF2,TFIID-dominated
YDL045C,FAD1,TFIID-dominated
YDL045W-A,MRP10,TFIID-dominated
YDL046W,NPC2,TFIID-dominated
YDL047W,SIT4,TFIID-dominated
YDL048C,STP4,SAGA-dominated
YDL049C,KNH1,TFIID-dominated
YDL050C,YDL050C,TFIID-dominated
YDL051W,LHP1,TFIID-dominated
YDL052C,SLC1,TFIID-dominated
YDL053C,PBP4,TFIID-dominated
YDL054C,MCH1,TFIID-dominated
YDL055C,PSA1,SAGA-dominated
YDL056W,MBP1,TFIID-dominated
YDL057W,YDL057W,TFIID-dominated
YDL058W,USO1,TFIID-dominated
YDL059C,RAD59,TFIID-dominated
YDL060W,TSR1,TFIID-dominated
YDL061C,RPS29B,TFIID-dominated
YDL062W,YDL062W,TFIID-dominated
YDL063C,YDL063C,TFIID-dominated
YDL064W,UBC9,TFIID-dominated
YDL065C,PEX19,TFIID-dominated
YDL066W,IDP1,TFIID-dominated
YDL067C,COX9,TFIID-dominated
YDL068W,YDL068W,TFIID-dominated
YDL069C,CBS1,TFIID-dominated
YDL070W,BDF2,SAGA-dominated
YDL071C,YDL071C,SAGA-dominated
YDL072C,YET3,TFIID-dominated
YDL073W,YDL073W,TFIID-dominated
YDL074C,BRE1,TFIID-dominated
YDL075W,RPL31A,TFIID-dominated
YDL076C,RXT3,TFIID-dominated
YDL077C,VAM6,TFIID-dominated
YDL078C,MDH3,TFIID-dominated
YDL079C,MRK1,TFIID-dominated
YDL080C,THI3,TFIID-dominated
YDL081C,RPP1A,TFIID-dominated
YDL082W,RPL13A,TFIID-dominated
YDL083C,RPS16B,TFIID-dominated
YDL084W,SUB2,TFIID-dominated
YDL085W,NDE2,TFIID-dominated
YDL086W,YDL086W,TFIID-dominated
YDL087C,LUC7,TFIID-dominated
YDL088C,ASM4,TFIID-dominated
YDL089W,NUR1,TFIID-dominated
YDL090C,RAM1,TFIID-dominated
YDL091C,UBX3,TFIID-dominated
YDL092W,SRP14,TFIID-dominated
YDL093W,PMT5,TFIID-dominated
YDL094C,YDL094C,TFIID-dominated
YDL095W,PMT1,TFIID-dominated
YDL096C,OPI6,TFIID-dominated
YDL097C,RPN6,TFIID-dominated
YDL098C,SNU23,TFIID-dominated
YDL099W,BUG1,TFIID-dominated
YDL100C,GET3,TFIID-dominated
YDL101C,DUN1,TFIID-dominated
YDL102W,POL3,TFIID-dominated
YDL103C,QRI1,TFIID-dominated
YDL104C,QRI7,TFIID-dominated
YDL105W,NSE4,TFIID-dominated
YDL106C,PHO2,TFIID-dominated
YDL107W,MSS2,SAGA-dominated
YDL108W,KIN28,TFIID-dominated
YDL109C,YDL109C,TFIID-dominated
YDL110C,TMA17,SAGA-dominated
YDL111C,RRP42,TFIID-dominated
YDL112W,TRM3,TFIID-dominated
YDL113C,ATG20,SAGA-dominated
YDL114W,YDL114W,no_call
YDL115C,IWR1,TFIID-dominated
YDL116W,NUP84,TFIID-dominated
YDL117W,CYK3,TFIID-dominated
YDL118W,YDL118W,TFIID-dominated
YDL119C,YDL119C,TFIID-dominated
YDL120W,YFH1,TFIID-dominated
YDL121C,YDL121C,TFIID-dominated
YDL122W,UBP1,TFIID-dominated
YDL123W,SNA4,TFIID-dominated
YDL124W,YDL124W,SAGA-dominated
YDL125C,HNT1,TFIID-dominated
YDL126C,CDC48,TFIID-dominated
YDL127W,PCL2,TFIID-dominated
YDL128W,VCX1,TFIID-dominated
YDL129W,YDL129W,TFIID-dominated
YDL130W,RPP1B,TFIID-dominated
YDL131W,LYS21,SAGA-dominated
YDL132W,CDC53,TFIID-dominated
YDL133C-A,RPL41B,no_call
YDL133W,SRF1,TFIID-dominated
YDL134C,PPH21,TFIID-dominated
YDL135C,RDI1,TFIID-dominated
YDL136W,RPL35B,TFIID-dominated
YDL137W,ARF2,TFIID-dominated
YDL138W,RGT2,TFIID-dominated
YDL139C,SCM3,TFIID-dominated
YDL140C,RPO21,TFIID-dominated
YDL141W,BPL1,TFIID-dominated
YDL142C,CRD1,TFIID-dominated
YDL143W,CCT4,TFIID-dominated
YDL144C,YDL144C,TFIID-dominated
YDL145C,COP1,TFIID-dominated
YDL146W,LDB17,TFIID-dominated
YDL147W,RPN5,TFIID-dominated
YDL148C,NOP14,TFIID-dominated
YDL149W,ATG9,TFIID-dominated
YDL150W,RPC53,TFIID-dominated
YDL151C,BUD30,TFIID-dominated
YDL152W,YDL152W,TFIID-dominated
YDL153C,SAS10,TFIID-dominated
YDL154W,MSH5,TFIID-dominated
YDL155W,CLB3,TFIID-dominated
YDL156W,YDL156W,TFIID-dominated
YDL157C,YDL157C,TFIID-dominated
YDL158C,YDL158C,TFIID-dominated
YDL159W,STE7,TFIID-dominated
YDL160C,DHH1,TFIID-dominated
YDL161W,ENT1,TFIID-dominated
YDL162C,YDL162C,no_call
YDL163W,YDL163W,TFIID-dominated
YDL164C,CDC9,TFIID-dominated
YDL165W,CDC36,TFIID-dominated
YDL166C,FAP7,TFIID-dominated
YDL167C,NRP1,TFIID-dominated
YDL168W,SFA1,TFIID-dominated
YDL169C,UGX2,SAGA-dominated
YDL170W,UGA3,TFIID-dominated
YDL171C,GLT1,TFIID-dominated
YDL172C,YDL172C,TFIID-dominated
YDL173W,PAR32,TFIID-dominated
YDL174C,DLD1,SAGA-dominated
YDL175C,AIR2,TFIID-dominated
YDL176W,YDL176W,TFIID-dominated
YDL177C,YDL177C,TFIID-dominated
YDL178W,DLD2,TFIID-dominated
YDL179W,PCL9,TFIID-dominated
YDL180W,YDL180W,TFIID-dominated
YDL181W,INH1,TFIID-dominated
YDL182W,LYS20,SAGA-dominated
YDL183C,YDL183C,TFIID-dominated
YDL184C,RPL41A,TFIID-dominated
YDL185W,VMA1,TFIID-dominated
YDL186W,YDL186W,TFIID-dominated
YDL187C,YDL187C,TFIID-dominated
YDL188C,PPH22,TFIID-dominated
YDL189W,RBS1,TFIID-dominated
YDL190C,UFD2,TFIID-dominated
YDL191W,RPL35A,TFIID-dominated
YDL192W,ARF1,TFIID-dominated
YDL193W,NUS1,TFIID-dominated
YDL194W,SNF3,TFIID-dominated
YDL195W,SEC31,TFIID-dominated
YDL196W,YDL196W,no_call
YDL197C,ASF2,TFIID-dominated
YDL198C,GGC1,SAGA-dominated
YDL199C,YDL199C,TFIID-dominated
YDL200C,MGT1,TFIID-dominated
YDL201W,TRM8,TFIID-dominated
YDL202W,MRPL11,TFIID-dominated
YDL203C,ACK1,TFIID-dominated
YDL204W,RTN2,SAGA-dominated
YDL205C,HEM3,TFIID-dominated
YDL206W,YDL206W,TFIID-dominated
YDL207W,GLE1,TFIID-dominated
YDL208W,NHP2,TFIID-dominated
YDL209C,CWC2,TFIID-dominated
YDL210W,UGA4,SAGA-dominated
YDL211C,YDL211C,TFIID-dominated
YDL212W,SHR3,TFIID-dominated
YDL213C,NOP6,TFIID-dominated
YDL214C,PRR2,TFIID-dominated
YDL215C,GDH2,no_call
YDL216C,RRI1,TFIID-dominated
YDL217C,TIM22,TFIID-dominated
YDL218W,YDL218W,TFIID-dominated
YDL219W,DTD1,TFIID-dominated
YDL220C,CDC13,TFIID-dominated
YDL221W,YDL221W,TFIID-dominated
YDL222C,FMP45,SAGA-dominated
YDL223C,HBT1,SAGA-dominated
YDL224C,WHI4,TFIID-dominated
YDL225W,SHS1,TFIID-dominated
YDL226C,GCS1,TFIID-dominated
YDL228C,YDL228C,TFIID-dominated
YDL229W,SSB1,no_call
YDL230W,PTP1,TFIID-dominated
YDL231C,BRE4,TFIID-dominated
YDL232W,OST4,TFIID-dominated
YDL233W,YDL233W,TFIID-dominated
YDL234C,GYP7,SAGA-dominated
YDL235C,YPD1,TFIID-dominated
YDL236W,PHO13,TFIID-dominated
YDL237W,AIM6,TFIID-dominated
YDL238C,GUD1,SAGA-dominated
YDL239C,ADY3,TFIID-dominated
YDL240W,LRG1,TFIID-dominated
YDL241W,YDL241W,TFIID-dominated
YDL242W,YDL242W,no_call
YDL243C,AAD4,TFIID-dominated
YDL244W,THI13,TFIID-dominated
YDL245C,HXT15,SAGA/TFIID
YDL246C,SOR2,SAGA/TFIID
YDL247W,MPH2,TFIID-dominated
YDL248W,COS7,TFIID-dominated
YDR001C,NTH1,SAGA-dominated
YDR002W,YRB1,TFIID-dominated
YDR003W,RCR2,TFIID-dominated
YDR004W,RAD57,TFIID-dominated
YDR005C,MAF1,TFIID-dominated
YDR006C,SOK1,TFIID-dominated
YDR007W,TRP1,TFIID-dominated
YDR008C,YDR008C,TFIID-dominated
YDR009W,GAL3,no_call
YDR010C,YDR010C,no_call
YDR011W,SNQ2,SAGA-dominated
YDR012W,RPL4B,TFIID-dominated
YDR013W,PSF1,TFIID-dominated
YDR014W,RAD61,TFIID-dominated
YDR015C,YDR015C,no_call
YDR016C,DAD1,TFIID-dominated
YDR017C,KCS1,TFIID-dominated
YDR018C,YDR018C,no_call
YDR019C,GCV1,SAGA-dominated
YDR020C,DAS2,TFIID-dominated
YDR021W,FAL1,TFIID-dominated
YDR022C,CIS1,TFIID-dominated
YDR023W,SES1,TFIID-dominated
YDR024W,FYV1,no_call
YDR025W,RPS11A,TFIID-dominated
YDR026C,YDR026C,TFIID-dominated
YDR027C,VPS54,TFIID-dominated
YDR028C,REG1,TFIID-dominated
YDR029W,YDR029W,TFIID-dominated
YDR030C,RAD28,TFIID-dominated
YDR031W,MIC14,TFIID-dominated
YDR032C,PST2,TFIID-dominated
YDR033W,MRH1,SAGA-dominated
YDR034C,LYS14,TFIID-dominated
YDR035W,ARO3,TFIID-dominated
YDR036C,EHD3,TFIID-dominated
YDR037W,KRS1,TFIID-dominated
YDR038C,ENA5,TFIID-dominated
YDR039C,ENA2,TFIID-dominated
YDR040C,ENA1,TFIID-dominated
YDR041W,RSM10,TFIID-dominated
YDR042C,YDR042C,TFIID-dominated
YDR043C,NRG1,SAGA-dominated
YDR044W,HEM13,TFIID-dominated
YDR045C,RPC11,TFIID-dominated
YDR046C,BAP3,SAGA-dominated
YDR047W,HEM12,TFIID-dominated
YDR048C,YDR048C,TFIID-dominated
YDR049W,VMS1,TFIID-dominated
YDR050C,TPI1,SAGA-dominated
YDR051C,DET1,TFIID-dominated
YDR052C,DBF4,TFIID-dominated
YDR053W,YDR053W,TFIID-dominated
YDR054C,CDC34,TFIID-dominated
YDR055W,PST1,SAGA-dominated
YDR056C,YDR056C,TFIID-dominated
YDR057W,YOS9,TFIID-dominated
YDR058C,TGL2,TFIID-dominated
YDR059C,UBC5,TFIID-dominated
YDR060W,MAK21,TFIID-dominated
YDR061W,YDR061W,TFIID-dominated
YDR062W,LCB2,TFIID-dominated
YDR063W,AIM7,TFIID-dominated
YDR064W,RPS13,TFIID-dominated
YDR065W,RRG1,TFIID-dominated
YDR066C,RTR2,TFIID-dominated
YDR067C,OCA6,TFIID-dominated
YDR068W,DOS2,TFIID-dominated
YDR069C,DOA4,TFIID-dominated
YDR070C,FMP16,no_call
YDR071C,PAA1,TFIID-dominated
YDR072C,IPT1,TFIID-dominated
YDR073W,SNF11,TFIID-dominated
YDR074W,TPS2,TFIID-dominated
YDR075W,PPH3,TFIID-dominated
YDR076W,RAD55,TFIID-dominated
YDR077W,SED1,TFIID-dominated
YDR078C,SHU2,TFIID-dominated
YDR079W,PET100,TFIID-dominated
YDR080W,VPS41,TFIID-dominated
YDR081C,PDC2,TFIID-dominated
YDR082W,STN1,TFIID-dominated
YDR083W,RRP8,TFIID-dominated
YDR084C,TVP23,TFIID-dominated
YDR085C,AFR1,SAGA-dominated
YDR086C,SSS1,SAGA-dominated
YDR087C,RRP1,TFIID-dominated
YDR088C,SLU7,TFIID-dominated
YDR089W,YDR089W,TFIID-dominated
YDR090C,YDR090C,TFIID-dominated
YDR091C,RLI1,no_call
YDR092W,UBC13,SAGA/TFIID
YDR093W,DNF2,no_call
YDR094W,YDR094W,TFIID-dominated
YDR095C,YDR095C,TFIID-dominated
YDR096W,GIS1,SAGA-dominated
YDR097C,MSH6,TFIID-dominated
YDR098C,GRX3,TFIID-dominated
YDR099W,BMH2,TFIID-dominated
YDR100W,TVP15,no_call
YDR101C,ARX1,TFIID-dominated
YDR102C,YDR102C,TFIID-dominated
YDR103W,STE5,TFIID-dominated
YDR104C,SPO71,TFIID-dominated
YDR105C,TMS1,TFIID-dominated
YDR106W,ARP10,TFIID-dominated
YDR107C,TMN2,TFIID-dominated
YDR108W,TRS85,TFIID-dominated
YDR109C,YDR109C,TFIID-dominated
YDR110W,FOB1,TFIID-dominated
YDR111C,ALT2,no_call
YDR112W,IRC2,TFIID-dominated
YDR113C,PDS1,TFIID-dominated
YDR114C,YDR114C,TFIID-dominated
YDR115W,YDR115W,TFIID-dominated
YDR116C,MRPL1,TFIID-dominated
YDR117C,TMA64,TFIID-dominated
YDR118W,APC4,TFIID-dominated
YDR119W,VBA4,TFIID-dominated
YDR120C,TRM1,SAGA/TFIID
YDR121W,DPB4,no_call
YDR122W,KIN1,TFIID-dominated
YDR123C,INO2,TFIID-dominated
YDR124W,YDR124W,TFIID-dominated
YDR125C,ECM18,TFIID-dominated
YDR126W,SWF1,TFIID-dominated
YDR127W,ARO1,TFIID-dominated
YDR128W,MTC5,no_call
YDR129C,SAC6,TFIID-dominated
YDR130C,FIN1,TFIID-dominated
YDR131C,YDR131C,TFIID-dominated
YDR132C,YDR132C,SAGA-dominated
YDR133C,YDR133C,TFIID-dominated
YDR135C,YCF1,TFIID-dominated
YDR136C,VPS61,TFIID-dominated
YDR137W,RGP1,TFIID-dominated
YDR138W,HPR1,TFIID-dominated
YDR139C,RUB1,TFIID-dominated
YDR140W,MTQ2,TFIID-dominated
YDR141C,DOP1,TFIID-dominated
YDR142C,PEX7,TFIID-dominated
YDR143C,SAN1,TFIID-dominated
YDR144C,MKC7,SAGA-dominated
YDR145W,TAF12,TFIID-dominated
YDR146C,SWI5,TFIID-dominated
YDR147W,EKI1,TFIID-dominated
YDR148C,KGD2,SAGA-dominated
YDR149C,YDR149C,TFIID-dominated
YDR150W,NUM1,TFIID-dominated
YDR151C,CTH1,TFIID-dominated
YDR152W,GIR2,TFIID-dominated
YDR153C,ENT5,TFIID-dominated
YDR154C,YDR154C,no_call
YDR155C,CPR1,SAGA-dominated
YDR156W,RPA14,TFIID-dominated
YDR157W,YDR157W,TFIID-dominated
YDR158W,HOM2,TFIID-dominated
YDR159W,SAC3,TFIID-dominated
YDR160W,SSY1,TFIID-dominated
YDR161W,YDR161W,TFIID-dominated
YDR162C,NBP2,TFIID-dominated
YDR163W,CWC15,TFIID-dominated
YDR164C,SEC1,TFIID-dominated
YDR165W,TRM82,TFIID-dominated
YDR166C,SEC5,TFIID-dominated
YDR167W,TAF10,TFIID-dominated
YDR168W,CDC37,TFIID-dominated
YDR169C,STB3,TFIID-dominated
YDR170C,SEC7,TFIID-dominated
YDR171W,HSP42,SAGA-dominated
YDR172W,SUP35,TFIID-dominated
YDR173C,ARG82,TFIID-dominated
YDR174W,HMO1,TFIID-dominated
YDR175C,RSM24,TFIID-dominated
YDR176W,NGG1,TFIID-dominated
YDR177W,UBC1,TFIID-dominated
YDR178W,SDH4,TFIID-dominated
YDR179C,CSN9,TFIID-dominated
YDR179W-A,YDR179W-A,TFIID-dominated
YDR180W,SCC2,TFIID-dominated
YDR181C,SAS4,TFIID-dominated
YDR182W,CDC1,TFIID-dominated
YDR183W,PLP1,TFIID-dominated
YDR184C,ATC1,TFIID-dominated
YDR185C,UPS3,TFIID-dominated
YDR186C,YDR186C,TFIID-dominated
YDR187C,YDR187C,TFIID-dominated
YDR188W,CCT6,TFIID-dominated
YDR189W,SLY1,TFIID-dominated
YDR190C,RVB1,TFIID-dominated
YDR191W,HST4,TFIID-dominated
YDR192C,NUP42,TFIID-dominated
YDR193W,YDR193W,TFIID-dominated
YDR194C,MSS116,TFIID-dominated
YDR195W,REF2,TFIID-dominated
YDR196C,CAB5,TFIID-dominated
YDR197W,CBS2,TFIID-dominated
YDR198C,RKM2,TFIID-dominated
YDR199W,YDR199W,TFIID-dominated
YDR200C,VPS64,TFIID-dominated
YDR201W,SPC19,TFIID-dominated
YDR202C,RAV2,TFIID-dominated
YDR203W,YDR203W,TFIID-dominated
YDR204W,COQ4,TFIID-dominated
YDR205W,MSC2,TFIID-dominated
YDR206W,EBS1,TFIID-dominated
YDR207C,UME6,TFIID-dominated
YDR208W,MSS4,TFIID-dominated
YDR209C,YDR209C,TFIID-dominated
YDR210W,YDR210W,TFIID-dominated
YDR211W,GCD6,TFIID-dominated
YDR212W,TCP1,TFIID-dominated
YDR213W,UPC2,TFIID-dominated
YDR214W,AHA1,TFIID-dominated
YDR215C,YDR215C,no_call
YDR216W,ADR1,TFIID-dominated
YDR217C,RAD9,TFIID-dominated
YDR218C,SPR28,TFIID-dominated
YDR219C,MFB1,TFIID-dominated
YDR220C,YDR220C,no_call
YDR221W,GTB1,TFIID-dominated
YDR222W,YDR222W,SAGA-dominated
YDR223W,CRF1,TFIID-dominated
YDR224C,HTB1,TFIID-dominated
YDR225W,HTA1,TFIID-dominated
YDR226W,ADK1,TFIID-dominated
YDR227W,SIR4,TFIID-dominated
YDR228C,PCF11,TFIID-dominated
YDR229W,IVY1,TFIID-dominated
YDR230W,YDR230W,TFIID-dominated
YDR231C,COX20,TFIID-dominated
YDR232W,HEM1,TFIID-dominated
YDR233C,RTN1,TFIID-dominated
YDR234W,LYS4,TFIID-dominated
YDR235W,PRP42,TFIID-dominated
YDR236C,FMN1,TFIID-dominated
YDR237W,MRPL7,TFIID-dominated
YDR238C,SEC26,TFIID-dominated
YDR239C,YDR239C,TFIID-dominated
YDR240C,SNU56,TFIID-dominated
YDR241W,BUD26,TFIID-dominated
YDR242W,AMD2,SAGA/TFIID
YDR243C,PRP28,TFIID-dominated
YDR244W,PEX5,TFIID-dominated
YDR245W,MNN10,TFIID-dominated
YDR246W,TRS23,TFIID-dominated
YDR247W,VHS1,SAGA-dominated
YDR248C,YDR248C,TFIID-dominated
YDR249C,YDR249C,TFIID-dominated
YDR250C,YDR250C,no_call
YDR251W,PAM1,TFIID-dominated
YDR252W,BTT1,TFIID-dominated
YDR253C,MET32,TFIID-dominated
YDR254W,CHL4,TFIID-dominated
YDR255C,RMD5,SAGA-dominated
YDR256C,CTA1,TFIID-dominated
YDR257C,RKM4,TFIID-dominated
YDR258C,HSP78,SAGA-dominated
YDR259C,YAP6,TFIID-dominated
YDR260C,SWM1,TFIID-dominated
YDR261C,EXG2,SAGA/TFIID
YDR262W,YDR262W,TFIID-dominated
YDR263C,DIN7,SAGA/TFIID
YDR264C,AKR1,TFIID-dominated
YDR265W,PEX10,TFIID-dominated
YDR266C,YDR266C,TFIID-dominated
YDR267C,CIA1,TFIID-dominated
YDR268W,MSW1,TFIID-dominated
YDR269C,YDR269C,TFIID-dominated
YDR270W,CCC2,TFIID-dominated
YDR271C,YDR271C,TFIID-dominated
YDR272W,GLO2,TFIID-dominated
YDR273W,DON1,TFIID-dominated
YDR274C,YDR274C,SAGA/TFIID
YDR275W,BSC2,TFIID-dominated
YDR276C,PMP3,SAGA-dominated
YDR277C,MTH1,SAGA-dominated
YDR278C,YDR278C,TFIID-dominated
YDR279W,RNH202,TFIID-dominated
YDR280W,RRP45,TFIID-dominated
YDR281C,PHM6,SAGA/TFIID
YDR282C,YDR282C,TFIID-dominated
YDR283C,GCN2,TFIID-dominated
YDR284C,DPP1,TFIID-dominated
YDR285W,ZIP1,TFIID-dominated
YDR286C,YDR286C,TFIID-dominated
YDR287W,INM2,TFIID-dominated
YDR288W,NSE3,TFIID-dominated
YDR289C,RTT103,TFIID-dominated
YDR290W,YDR290W,TFIID-dominated
YDR291W,HRQ1,TFIID-dominated
YDR292C,SRP101,TFIID-dominated
YDR293C,SSD1,TFIID-dominated
YDR294C,DPL1,TFIID-dominated
YDR295C,HDA2,TFIID-dominated
YDR296W,MHR1,TFIID-dominated
YDR297W,SUR2,SAGA-dominated
YDR298C,ATP5,TFIID-dominated
YDR299W,BFR2,TFIID-dominated
YDR300C,PRO1,TFIID-dominated
YDR301W,CFT1,TFIID-dominated
YDR302W,GPI11,TFIID-dominated
YDR303C,RSC3,TFIID-dominated
YDR304C,CPR5,TFIID-dominated
YDR305C,HNT2,TFIID-dominated
YDR306C,YDR306C,TFIID-dominated
YDR307W,YDR307W,TFIID-dominated
YDR308C,SRB7,TFIID-dominated
YDR309C,GIC2,SAGA-dominated
YDR310C,SUM1,no_call
YDR311W,TFB1,TFIID-dominated
YDR312W,SSF2,TFIID-dominated
YDR313C,PIB1,TFIID-dominated
YDR314C,RAD34,TFIID-dominated
YDR315C,IPK1,TFIID-dominated
YDR316W,OMS1,TFIID-dominated
YDR317W,HIM1,no_call
YDR318W,MCM21,TFIID-dominated
YDR319C,YDR319C,TFIID-dominated
YDR320C,SWA2,TFIID-dominated
YDR321W,ASP1,TFIID-dominated
YDR322W,MRPL35,TFIID-dominated
YDR323C,PEP7,TFIID-dominated
YDR324C,UTP4,TFIID-dominated
YDR325W,YCG1,TFIID-dominated
YDR326C,YSP2,TFIID-dominated
YDR327W,YDR327W,TFIID-dominated
YDR328C,SKP1,TFIID-dominated
YDR329C,PEX3,no_call
YDR330W,UBX5,SAGA-dominated
YDR331W,GPI8,TFIID-dominated
YDR332W,IRC3,TFIID-dominated
YDR333C,YDR333C,TFIID-dominated
YDR334W,SWR1,TFIID-dominated
YDR335W,MSN5,TFIID-dominated
YDR336W,YDR336W,TFIID-dominated
YDR337W,MRPS28,TFIID-dominated
YDR338C,YDR338C,TFIID-dominated
YDR339C,FCF1,TFIID-dominated
YDR340W,YDR340W,SAGA-dominated
YDR341C,YDR341C,TFIID-dominated
YDR342C,HXT7,SAGA-dominated
YDR343C,HXT6,SAGA-dominated
YDR344C,YDR344C,no_call
YDR345C,HXT3,SAGA-dominated
YDR346C,SVF1,TFIID-dominated
YDR347W,MRP1,TFIID-dominated
YDR348C,YDR348C,no_call
YDR349C,YPS7,no_call
YDR350C,ATP22,TFIID-dominated
YDR351W,SBE2,TFIID-dominated
YDR352W,YDR352W,TFIID-dominated
YDR353W,TRR1,TFIID-dominated
YDR354W,TRP4,TFIID-dominated
YDR355C,YDR355C,TFIID-dominated
YDR356W,SPC110,TFIID-dominated
YDR357C,CNL1,TFIID-dominated
YDR358W,GGA1,SAGA-dominated
YDR359C,EAF1,TFIID-dominated
YDR360W,OPI7,TFIID-dominated
YDR361C,BCP1,TFIID-dominated
YDR362C,TFC6,TFIID-dominated
YDR363W,ESC2,TFIID-dominated
YDR364C,CDC40,TFIID-dominated
YDR365C,ESF1,TFIID-dominated
YDR366C,YDR366C,SAGA-dominated
YDR367W,KEI1,TFIID-dominated
YDR368W,YPR1,TFIID-dominated
YDR369C,XRS2,TFIID-dominated
YDR370C,YDR370C,TFIID-dominated
YDR371W,CTS2,TFIID-dominated
YDR372C,VPS74,TFIID-dominated
YDR373W,FRQ1,TFIID-dominated
YDR374C,YDR374C,no_call
YDR375C,BCS1,TFIID-dominated
YDR376W,ARH1,TFIID-dominated
YDR377W,ATP17,TFIID-dominated
YDR378C,LSM6,TFIID-dominated
YDR379W,RGA2,TFIID-dominated
YDR380W,ARO10,SAGA-dominated
YDR381W,YRA1,SAGA/TFIID
YDR382W,RPP2B,TFIID-dominated
YDR383C,NKP1,TFIID-dominated
YDR384C,ATO3,SAGA/TFIID
YDR385W,EFT2,TFIID-dominated
YDR386W,MUS81,TFIID-dominated
YDR387C,YDR387C,TFIID-dominated
YDR388W,RVS167,TFIID-dominated
YDR389W,SAC7,TFIID-dominated
YDR390C,UBA2,TFIID-dominated
YDR391C,YDR391C,TFIID-dominated
YDR392W,SPT3,SAGA-dominated
YDR393W,SHE9,no_call
YDR394W,RPT3,TFIID-dominated
YDR395W,SXM1,TFIID-dominated
YDR396W,YDR396W,SAGA-dominated
YDR397C,NCB2,SAGA-dominated
YDR398W,UTP5,TFIID-dominated
YDR399W,HPT1,SAGA-dominated
YDR400W,URH1,TFIID-dominated
YDR401W,YDR401W,TFIID-dominated
YDR402C,DIT2,TFIID-dominated
YDR403W,DIT1,TFIID-dominated
YDR404C,RPB7,TFIID-dominated
YDR405W,MRP20,TFIID-dominated
YDR406W,PDR15,TFIID-dominated
YDR407C,TRS120,TFIID-dominated
YDR408C,ADE8,TFIID-dominated
YDR409W,SIZ1,TFIID-dominated
YDR410C,STE14,TFIID-dominated
YDR411C,DFM1,TFIID-dominated
YDR412W,RRP17,TFIID-dominated
YDR413C,YDR413C,TFIID-dominated
YDR414C,ERD1,TFIID-dominated
YDR415C,YDR415C,TFIID-dominated
YDR416W,SYF1,TFIID-dominated
YDR417C,YDR417C,TFIID-dominated
YDR418W,RPL12B,TFIID-dominated
YDR419W,RAD30,TFIID-dominated
YDR420W,HKR1,TFIID-dominated
YDR421W,ARO80,TFIID-dominated
YDR422C,SIP1,TFIID-dominated
YDR423C,CAD1,TFIID-dominated
YDR424C,DYN2,TFIID-dominated
YDR425W,SNX41,TFIID-dominated
YDR426C,YDR426C,TFIID-dominated
YDR427W,RPN9,TFIID-dominated
YDR428C,BNA7,TFIID-dominated
YDR429C,TIF35,TFIID-dominated
YDR430C,CYM1,TFIID-dominated
YDR431W,YDR431W,no_call
YDR432W,NPL3,TFIID-dominated
YDR433W,YDR433W,TFIID-dominated
YDR434W,GPI17,TFIID-dominated
YDR435C,PPM1,SAGA-dominated
YDR436W,PPZ2,TFIID-dominated
YDR437W,GPI19,TFIID-dominated
YDR438W,THI74,TFIID-dominated
YDR439W,LRS4,TFIID-dominated
YDR440W,DOT1,TFIID-dominated
YDR441C,APT2,TFIID-dominated
YDR442W,YDR442W,TFIID-dominated
YDR443C,SSN2,TFIID-dominated
YDR444W,YDR444W,TFIID-dominated
YDR445C,YDR445C,TFIID-dominated
YDR446W,ECM11,no_call
YDR447C,RPS17B,TFIID-dominated
YDR448W,ADA2,TFIID-dominated
YDR449C,UTP6,TFIID-dominated
YDR450W,RPS18A,TFIID-dominated
YDR451C,YHP1,TFIID-dominated
YDR452W,PPN1,TFIID-dominated
YDR453C,TSA2,SAGA-dominated
YDR454C,GUK1,TFIID-dominated
YDR455C,YDR455C,TFIID-dominated
YDR456W,NHX1,TFIID-dominated
YDR457W,TOM1,TFIID-dominated
YDR458C,HEH2,TFIID-dominated
YDR459C,PFA5,TFIID-dominated
YDR460W,TFB3,TFIID-dominated
YDR461W,MFA1,no_call
YDR462W,MRPL28,TFIID-dominated
YDR463W,STP1,TFIID-dominated
YDR464W,SPP41,TFIID-dominated
YDR465C,RMT2,TFIID-dominated
YDR466W,PKH3,TFIID-dominated
YDR467C,YDR467C,TFIID-dominated
YDR468C,TLG1,TFIID-dominated
YDR469W,SDC1,TFIID-dominated
YDR470C,UGO1,TFIID-dominated
YDR471W,RPL27B,TFIID-dominated
YDR472W,TRS31,TFIID-dominated
YDR473C,PRP3,TFIID-dominated
YDR475C,JIP4,TFIID-dominated
YDR476C,YDR476C,TFIID-dominated
YDR477W,SNF1,TFIID-dominated
YDR478W,SNM1,TFIID-dominated
YDR479C,PEX29,TFIID-dominated
YDR480W,DIG2,TFIID-dominated
YDR481C,PHO8,TFIID-dominated
YDR482C,CWC21,TFIID-dominated
YDR483W,KRE2,TFIID-dominated
YDR484W,VPS52,TFIID-dominated
YDR485C,VPS72,TFIID-dominated
