id, area
YLR154C,13541.5688811
YLR154W-A,0
YLR154W-B,0
YLR154W-C,0
YLR154W-E,0
YLR154W-F,0
YLR154C-G,0
YLR154C-H,0
YLR155C,0
YLR156W,0
YLR156C-A,0
YLR157C,0
YLR157W-D,0
YLR157W-E,0
YLR157C-C,0
YLR158C,0
YLR159W,0
YLR159C-A,0
YLR160C,0
YLR161W,0
YLR162W,24325.9162209
YLR162W-A,7851.77238806
YLR163W-A,5232.96956522
YLR163C,18629.3598485
YLR164W,18688.0759542
YLR165C,2080.92272727
YLR166C,3819.29615385
YLR167W,18942.1281341
YLR168C,22618.6739326
YLR169W,9863.95947867
YLR171W,22262.4488147
YLR170C,18446.04
YLR172C,9268.48432836
YLR173W,9408.06315789
YLR174W,26444.8142857
YLR175W,7907.2740458
YLR176C,26251.9301278
YLR177W,27778.3281483
YLR178C,18128.0318695
YLR179C,28149.4837469
YLR180W,28108.5717391
YLR181C,5723.6704918
YLR182W,4809.83055556
YLR183C,26464.9496871
YLR184W,3404.66707317
YLR185W,26501.6673278
YLR186W,11151.5606897
YLR187W,22888.6683784
YLR188W,16039.2930894
YLR189C,11128.0446108
YLR190W,9205.12153846
YLR191W,18541.9600858
YLR192C,18467.3939024
YLR193C,22659.7394687
YLR194C,30018.53946
YLR195C,12170.5633333
YLR196W,12459.7586207
YLR197W,5273.17377049
YLR198C,5578.01363636
YLR199C,6088.85192308
YLR200W,6238.654
YLR201C,5228.01842105
YLR202C,3844.23510638
YLR203C,24496.8768539
YLR204W,24137.3259239
YLR205C,23770.9790487
YLR206W,24963.3461039
YLR207W,20633.0377193
YLR208W,23318.4936969
YLR209C,12940.9776596
YLR210W,12834.6102041
YLR211C,11883.5328125
YLR212C,14677.2748687
YLR213C,11995.6151786
YLR214W,12336.6806122
YLR215C,7975.56141732
YLR217W,5376.98043478
YLR216C,16306.9090643
YLR218C,10468.95
YLR219W,21061.239959
YLR220W,24227.8360133
YLR221C,13359.0265823
YLR222C,14292.0095318
YLR222C-A,5049.39919355
YLR223C,11653.4313158
YLR224W,16091.4324324
YLR225C,10207.7869565
YLR226W,10417.4124277
YLR227C,15706.3023227
YLR228C,26743.9654098
YLR230W,26065.1247292
YLR229C,19964.6501101
YLR232W,5072.49375
YLR231C,23649.1616732
YLR233C,11437.3040201
YLR234W,11631.8430723
YLR235C,16574.9954407
YLR236C,5369.6326087
YLR237W,20651.7756906
YLR238W,5191.9326087
YLR239C,10121.6658228
YLR240W,10632.0414397
YLR241W,11621.5566667
YLR242C,9287.03407643
YLR243W,9367.56128049
YLR244C,10715.7769841
YLR245C,18830.7161972
YLR246W,18405.3370332
YLR247C,39650.1611356
YLR248W,17684.846129
YLR249W,30717.2924419
YLR250W,25930.4040312
YLR251W,23998.9600304
YLR252W,4886.65277778
YLR253W,14226.7881579
YLR254C,26077.5303585
YLR255C,27014.5475865
YLR256W,31333.2276027
YLR257W,36051.6869506
YLR258W,38653.7076446
YLR259C,23702.7300578
YLR260W,24869.8714286
YLR261C,25339.5792553
YLR262C,25119.5464531
YLR262C-A,13966.2988235
YLR263W,14064.5018987
YLR264W,16457.2972727
YLR264C-A,23272.0237907
YLR265C,16303.5162338
YLR266C,38816.9804872
YLR267W,40755.1502643
YLR268W,5614.22215909
YLR270W,29582.9436917
YLR269C,9942.153125
YLR271W,5393.435
YLR272C,2621.6390625
YLR273C,20414.7407813
YLR274W,20491.0113208
YLR275W,12177.2492806
YLR276C,1643.15833333
YLR277C,18604.9478469
YLR278C,32843.5952164
YLR279W,18619.7244472
YLR280C,18052.7639423
YLR281C,18101.7465402
YLR283W,20148.1509167
YLR282C,2393.79193548
YLR284C,23115.6943966
YLR285W,23772.1510181
YLR285C-A,6801.63520408
YLR286W-A,8169.46363636
YLR286C,21123.4058293
YLR287C,17104.5858407
YLR287C-A,13298.1215217
YLR288C,4605.56875
YLR289W,4754.19069767
YLR290C,7381.84848485
YLR291C,13098.3296371
YLR292C,4532.17788462
YLR293C,26773.6280851
YLR294C,16897.6264557
YLR295C,17597.3923729
YLR296W,17809.4393502
YLR297W,32549.3967506
YLR298C,26665.5867085
YLR299W,26656.3266433
YLR299C-A,30615.7054825
YLR300W,32096.3969892
YLR301W,26542.5271672
YLR303W,10828.053629
YLR302C,0
YLR304C,29467.3868386
YLR305C,21130.4034965
YLR306W,20290.0490099
YLR307W,8166.87857143
YLR307C-A,20496.8993802
YLR308W,24314.9538934
YLR309C,7853.86235294
YLR310C,25969.1103744
YLR311C,8532.21847826
YLR312C,25245.78125
YLR312W-A,25283.7785551
YLR313C,958.1
YLR314C,17824.7666667
YLR315W,18501.6315265
YLR317W,7817.8606383
YLR316C,4628.703125
YLR318W,3005.16
YLR319C,11904.6885906
YLR320W,11949.0735669
YLR322W,4767.08307692
YLR321C,7467.92932331
YLR323C,14859.3995192
YLR324W,14459.5022472
YLR325C,26554.7079884
YLR326W,23712.2143278
YLR327C,35487.4334828
YLR328W,34922.3551102
YLR329W,3321.35172414
YLR330W,28168.6721397
YLR332W,30112.7098958
YLR331C,4391.22142857
YLR333C,22900.8765556
YLR334C,13597.2804878
YLR335W,13926.9704453
YLR336C,4777.69545455
YLR338W,6392.34663462
YLR337C,18993.2743421
YLR340W,17606.2641851
YLR339C,4173.48679245
YLR341W,4693.83947368
YLR342W,24920.5217359
YLR342W-A,3935.27222222
YLR343W,9365.45769231
YLR344W,23673.5659533
YLR345W,27024.8821935
YLR346C,30551.0240103
YLR347W-A,3617.754
YLR347C,30770.8664647
YLR349W,10671.6336585
YLR348C,34134.4170166
YLR350W,36574.0867977
YLR351C,21851.2004751
YLR352W,22195.09875
YLR353W,12686.4178571
YLR354C,36197.902401
YLR355C,40070.2998463
YLR356W,31866.0665309
YLR357W,24084.8029028
YLR358C,16905.3636
YLR359W,18744.3993197
YLR360W,2790.70833333
YLR361C,7172.37115385
YLR361C-A,11043.5503846
YLR362W,10877.9142857
YLR363C,3408.41538462
YLR363W-A,4738.26465517
YLR364W,7414.90639535
YLR365W,5795.3030303
YLR366W,6340.77110092
YLR364C-A,11545.7175439
YLR367W,2879.51341463
YLR368W,2811.47142857
YLR369W,15757.7068
YLR370C,25424.6631171
YLR371W,25915.46002
YLR372W,19328.6494624
YLR373C,24952.5702062
YLR375W,26078.259058
YLR374C,9293.07241379
YLR376C,10088.1548077
YLR377C,26773.741625
YLR379W,4977.16086957
YLR378C,31821.4907081
YLR380W,27631.754531
YLR381W,6598.1925
YLR382C,13396.3404459
YLR383W,13080.5294118
YLR384C,7684.27063953
YLR385C,14366.7190813
YLR386W,14499.2838645
YLR387C,27697.8081224
YLR388W,15901.791039
YLR389C,28645.7346234
YLR390W,29154.7884164
YLR390W-A,16369.5898256
YLR392C,24026.5839416
YLR393W,24068.7552632
YLR394W,4316.58688525
YLR395C,26040.3451271
YLR396C,5057.95169492
YLR397C,5456.28097826
YLR398C,12518.2328025
YLR399W-A,5323.52391304
YLR399C,32340.4103277
YLR400W,32256.1218728
YLR401C,28029.9106587
YLR402W,27803.9169896
YLR403W,13539.9398437
YLR404W,2984.04827586
YLR405W,11240.655
YLR406C,30702.7139776
YLR406C-A,22565.6208232
YLR407W,22114.4167897
YLR408C,4198.26578947
YLR409C,5546.89453125
YLR410W,5567.853
YLR411W,1499.3
YLR412W,21242.7408
YLR412C-A,30590.4268636
YLR413W,31158.2944781
YLR414C,34987.9307814
YLR415C,38701.1618577
YLR416C,34435.7888252
YLR417W,38134.6588063
YLR418C,20689.0476038
YLR419W,21167.6777961
YLR420W,19497.0087629
YLR421C,15248.3567916
YLR422W,15480.1238636
YLR423C,3945.81774194
YLR424W,4387.21928571
YLR425W,9790.24580153
YLR426W,8906.20942623
YLR427W,15866.4642173
YLR429W,8475.294
YLR428C,5318.76590909
YLR430W,2223.0125
YLR431C,13748.2595745
YLR432W,15816.4604494
YLR433C,6194.45492958
YLR435W,4970.82589286
YLR434C,5561.36311475
YLR436C,24155.85898
YLR437C,26526.2902874
YLR438W,26907.8618842
YLR437C-A,14808.1718182
YLR438C-A,23380.5642857
YLR439W,20113.4763757
YLR440C,4483.8
YLR441C,23414.9388037
YLR442C,6849.67682927
YLR443W,4262.99673913
YLR444C,4802.50636364
YLR445W,4522.91803279
YLR446W,7232.51648936
YLR447C,19325.2432864
YLR448W,30101.9905512
YLR449W,11006.7621212
YLR450W,20922.5048969
YLR451W,24289.0974857
YLR452C,13890.6464029
YLR453C,16959.621673
YLR454W,19766.6166964
YLR455W,5465.86415094
YLR456W,14318.4391304
YLR458W,3336.50384615
YLR457C,6997.34325843
YLR459W,7210.67647059
YLR460C,8199.95263158
YLR461W,16235.2261062
YLR462W,4124.93823529
YLR464W,0
YLR463C,0
YLR466W,0
YLR465C,0
YLR466C-A,0
YLR466C-B,5955.31595745
YLR467W,0
YLR467C-A,0
YML133W-B,0
YML133W-A,0
YML133C,0
YML132W,0
YML131W,14240.456068
YML130C,25711.0727654
YML129C,21626.9460366
YML128C,25620.7809524
YML127W,26141.2514803
YML126C,17061.8077751
YML125C,7153.67938144
YML124C,24372.136771
YML123C,34378.695659
YML122C,16154.7332512
YML121W,21897.2532178
YML120C,22256.9023687
YML119W,18100.481314
YML118W,12823.4263514
YML117W,31056.5594984
YML116W-A,5152.65375
YML116W,26643.8578982
YML115C,11444.6777473
YML114C,7765.58571429
YML113W,9101.14717742
YML112W,2595.08382353
YML111W,23191.7461679
YML110C,21549.0376277
YML109W,21646.1654804
YML108W,5731.16333333
YML107C,12595.8100962
YML106W,12776.9905405
YML105C,5924.86909091
YML104C,4917.69545455
YML103C,22027.0009695
YML102W,27269.5537088
YML101C-A,32732.4202895
YML101C,33815.844743
YML100W-A,30218.281817
YML100W,34012.8850574
YML099W-A,7805.59310345
YML099C,21244.9198339
YML098W,20753.7934426
YML097C,8486.82166667
YML096W,8352.66077586
YML095C,4171.39921875
YML094W,6369.19090909
YML094C-A,8102.7509434
YML093W,7946.41352459
YML092C,17884.572973
YML091C,23840.3702247
YML090W,7092.45731707
YML089C,22202.1965753
YML088W,25156.1120823
YML087C,16787.7149425
YML086C,22639.0105053
YML085C,20739.3072474
YML084W,5440.15631068
YML083C,21730.8082363
YML082W,22706.4065104
YML081C-A,22559.1144401
YML081W,22383.5516457
YML080W,4119.6
YML079W,4069.07844828
YML078W,5335.52
YML077W,8594.50594406
YML076C,26144.0022936
YML075C,28953.8543941
YML074C,13191.0256881
YML073C,27560.9607784
YML072C,23970.7267986
YML071C,12001.779878
YML070W,23428.0659431
YML069W,21564.8940789
YML068W,3850.65375
YML067C,15250.7819277
YML066C,5858.48644068
YML065W,6004.72265625
YML064C,27502.6519002
YML063W,27453.8812944
YML062C,3992.91428571
YML061C,5764.2254717
YML060W,5811.15714286
YML059C,13606.6936255
YML058W-A,13761.3836066
YML058W,21710.3401662
YML057W,20831.0613806
YML057C-A,5657.48924051
YML056C,10340.5184659
YML055W,10373.9271429
YML054C,22071.8821552
YML054C-A,11678.0979866
YML053C,28556.8352909
YML052W,28590.1037716
YML051W,21731.9238889
YML050W,9800.02894737
YML049C,15236.2166667
YML048W,26118.8739961
YML047W-A,5271.555
YML047C,13060.9506849
YML046W,13646.925
YML043C,6411.11907216
YML042W,13701.300885
YML041C,13989.852907
YML038C,27303.5500812
YML037C,5034.08157895
YML036W,5798.16
YML035C,28162.7820671
YML034W,28047.4896324
YML034C-A,3195.33375
YML032C,24142.2374532
YML031W,24061.6726562
YML031C-A,6213.31969697
YML030W,23721.705807
YML029W,10290.5397727
YML028W,30918.7186312
YML027W,24191.1531027
YML026C,27347.619469
YML025C,27759.9245104
YML024W,27776.2317114
YML023C,13730.4747012
YML022W,14151.323029
YML021C,12559.9621118
YML020W,17282.8677378
YML019W,7122.253125
YML018C,24263.391858
YML017W,23780.2156883
YML016C,7009.41730769
YML015C,8855.15
YML014W,6954.54663462
YML013W,14295.9259322
YML012C-A,19265.6948827
YML012W,19820.5468447
YML011C,18280.0375
YML010W,18384.8814085
YML009W-B,6875.02116788
YML009C-A,11493.4942446
YML009C,19993.1801706
YML008C,21625.3864359
YML007C-A,23105.139863
YML007W,23650.2004054
YML006C,30884.8964654
YML005W,11459.8745614
YML004C,15235.4572482
YML003W,17760.9124528
YML002W,4065.5625
YML001W,28053.2260541
YMR001C,19974.7481626
YMR001C-A,29036.3336724
YMR002W,29028.0857908
YMR003W,25435.5195408
YMR004W,23991.6956217
YMR005W,18670.4794677
YMR006C,25540.4851103
YMR007W,15088.3911654
YMR008C,36987.4981643
YMR009W,28454.6033351
YMR010W,16648.4830529
YMR011W,40437.4966824
YMR012W,19496.9804348
YMR013C-A,23281.9414649
YMR013C,23982.2632692
YMR013W-A,9510.97329545
YMR014W,19990.1985542
YMR015C,28976.8097718
YMR016C,36056.4186817
YMR017W,20894.6565644
YMR018W,19102.9988496
YMR019W,22309.4313167
YMR020W,25306.4733173
YMR021C,31595.476509
YMR022W,31152.8905512
YMR023C,9714.57226415
YMR024W,23686.9174089
YMR025W,3244.61142857
YMR026C,24354.5539588
YMR027W,24331.4711039
YMR028W,6847.93255814
YMR029C,18042.7790875
YMR030W,17986.7089792
YMR031W-A,7072.99329897
YMR031C,25118.7353033
YMR032W,25114.0258368
YMR030W-A,4236.7233871
YMR033W,11160.7552239
YMR034C,30329.2049191
YMR035W,30281.4170518
YMR036C,8613.81090226
YMR037C,9560.87663551
YMR038C,8984.38074324
YMR039C,28592.4489967
YMR040W,28415.5964745
YMR041C,25522.5938995
YMR042W,25831.2561377
YMR043W,34662.2559346
YMR044W,19750.0177165
YMR046W-A,11321.0402655
YMR047C,12035.6796729
YMR048W,12613.306903
YMR049C,4019.805
YMR052W,22279.1907178
YMR052C-A,1531.21764706
YMR053C,25133.7599057
YMR054W,24845.9130368
YMR055C,20590.1625645
YMR056C,36508.143458
YMR057C,15002.15625
YMR058W,36986.2870406
YMR059W,16771.099
YMR060C,7181.28185841
YMR061W,6994.575
YMR062C,26315.7964907
YMR063W,24474.1875293
YMR064W,19277.2815436
YMR065W,5734.83809524
YMR066W,14322.0801724
YMR067C,8681.26041667
YMR068W,9691.20505618
YMR069W,17026.1696341
YMR070W,30290.6158038
YMR071C,19356.5169065
YMR072W,20434.6799342
YMR073C,11408.5922652
YMR074C,21222.1074841
YMR075W,20968.6187225
YMR075C-A,5280.70363636
YMR076C,20099.8836045
YMR077C,15791.0039474
YMR078C,18038.8271523
YMR079W,17538.3652381
YMR080C,22657.6899884
YMR081C,26551.9630081
YMR082C,14502.4181586
YMR083W,36771.1377556
YMR084W,31863.8212306
YMR085W,6077.068
YMR086W,25419.9349445
YMR086C-A,10101.2848921
YMR087W,10738.8041339
YMR088C,22560.6811951
YMR089C,13968.3899054
YMR090W,13146.2163934
YMR091C,6572.89805825
YMR092C,16930.4545775
YMR093W,16909.3924429
YMR094W,9912.52941176
YMR095C,27819.6919636
YMR096W,27961.0979472
YMR097C,11230.4090909
YMR098C,3135.225
YMR099C,25038.7169343
YMR100W,23579.0430324
YMR101C,6815.80352113
YMR102C,30494.0137553
YMR103C,22479.0370828
YMR104C,17618.809306
YMR105C,36974.1726841
YMR105W-A,35714.7697565
YMR106C,17224.7937031
YMR107W,35130.6235041
YMR108W,31815.3253695
YMR109W,26096.9807384
YMR110C,8503.5705
YMR111C,5369.23706897
YMR112C,9285.05820896
YMR113W,9640.34075342
YMR114C,14177.7570312
YMR115W,15464.6923913
YMR116C,21817.5309249
YMR117C,26284.3781807
YMR118C,1344.38181818
YMR119W,22733.7902913
YMR119W-A,1972.89375
YMR120C,13720.4684211
YMR121C,34399.0030018
YMR122C,18320.5709016
YMR122W-A,36848.3251332
YMR123W,23948.8203675
YMR124W,15935.3451705
YMR125W,7076.05945946
YMR126C,20365.6883094
YMR127C,16268.3160714
YMR128W,15417.7053525
YMR129W,6311.46206897
YMR130W,10182.6794776
YMR131C,12295.6508772
YMR132C,1743.575
YMR133W,1735.95
YMR134W,18894.9746011
YMR135W-A,8238.3
YMR135C,36398.5598235
YMR136W,32157.9187751
YMR137C,4790.89090909
YMR138W,3727.89568966
YMR139W,29948.0166425
YMR140W,21117.7384091
YMR141C,5975.02402597
YMR141W-A,6263.26329114
YMR142C,31287.0084472
YMR143W,30625.0439036
YMR144W,25950.7709726
YMR145C,30424.5128305
YMR146C,15246.7279553
YMR147W,15215.1553156
YMR148W,15047.9390323
YMR149W,26404.3093641
YMR151W,6010.34407895
YMR150C,15380.8594937
YMR152W,15292.0361925
YMR153W,9406.88333333
YMR153C-A,3069.19864865
YMR154C,6202.02058824
YMR155W,5508.41964286
YMR156C,5297.03307692
YMR157C,17216.6393728
YMR158W,17229.2967949
YMR158C-A,2618.83888889
YMR158W-B,2964.55862069
YMR159C,8879.40148515
YMR160W,10188.1254717
YMR161W,20259.934765
YMR162C,23395.6676874
YMR163C,8549.64058442
YMR164C,22889.0850746
YMR165C,26559.6278878
YMR166C,21125.1018672
YMR167W,20850.3934077
YMR168C,16332.3368182
YMR169C,23162.5313653
YMR170C,10503.1301471
YMR171C,10876.726943
YMR172W,10374.6914634
YMR172C-A,34931.537931
YMR173W,34774.3830476
YMR173W-A,34360.2963112
YMR174C,11158.1791045
YMR175W,11012.2103365
YMR175W-A,23101.2161538
YMR176W,21850.7028713
YMR177W,19362.8966507
YMR178W,23007.61515
YMR179W,15151.9063745
YMR180C,3743.10697674
YMR181C,22694.9249042
YMR182C,19848.2606422
YMR182W-A,20295.418984
YMR183C,24239.4022829
YMR184W,24338.4586957
YMR185W,12758.2528302
YMR186W,21901.9459551
YMR187C,7778.8725
YMR188C,20175.7933623
YMR189W,20144.1289442
YMR190C,23360.3423588
YMR191W,23130.8815991
YMR192W,4014.41037736
YMR193W,21204.237299
YMR194W,9284.33310811
YMR193C-A,15928.7238722
YMR194C-B,39039.3364891
YMR194C-A,40309.7997899
YMR195W,39326.6014188
YMR196W,29259.2119369
YMR197C,9590.985
YMR198W,9209.32714286
YMR199W,32191.8826841
YMR200W,11668.1488152
YMR201C,21649.2425223
YMR202W,21519.2764381
YMR203W,24219.8404281
YMR204C,2713.19444444
YMR205C,27558.2822684
YMR206W,26359.3044058
YMR207C,23351.9076602
YMR208W,23916.519447
YMR209C,7155.9285
YMR210W,7477.15588235
YMR211W,11113.4957746
YMR212C,13748.7211027
YMR213W,13744.4007692
YMR214W,22153.0372047
YMR215W,9696.41306533
YMR216C,18092.4156627
YMR217W,17944.7988048
YMR218C,11120.5817518
YMR219W,10588.2957237
YMR220W,15128.8641509
YMR221C,5127.83571429
YMR222C,3218.49642857
YMR223W,5666.45833333
YMR224C,5662.73461538
YMR225C,19547.5134146
YMR226C,12251.6157895
YMR227C,4141.93043478
YMR228W,4127.24021739
YMR229C,24394.6675159
YMR230W,21653.0181818
YMR230W-A,4196.47941176
YMR231W,8787.4125
YMR232W,19140.067663
YMR233W,6151.08202247
YMR234W,1814.57
YMR235C,13992.446748
YMR236W,14260.0328691
YMR237W,18143.2651685
YMR238W,19335.4654167
YMR239C,11476.7533493
YMR240C,29665.1643258
YMR241W,29194.6393051
YMR242C,29859.7524291
YMR242W-A,8768.726
YMR243C,24609.8797078
YMR244W,9442.83428571
YMR245W,16696.713964
YMR244C-A,32654.5429076
YMR246W,31210.745535
YMR247C,5792.84318182
YMR247W-A,4526.78289474
YMR250W,21876.3020408
YMR251W,15163.3839286
YMR251W-A,36924.4447503
YMR252C,26047.3832006
YMR253C,27383.6730539
YMR254C,15707.837395
YMR255W,24357.6600168
YMR256C,29797.9628755
YMR257C,3623.19418605
YMR258C,6426.37741935
YMR259C,8850.2016129
YMR260C,4925.85441176
YMR261C,30029.5951104
YMR262W,28775.5903087
YMR263W,19419.2835443
YMR264W,21240.986319
YMR265C,36315.2411164
YMR266W,36287.0708575
YMR267W,7641.31569767
YMR268C,4834.096
YMR269W,4675.47291667
YMR270C,5685.41769231
YMR271C,16624.2247788
YMR272W-A,5137.20967742
YMR272C,24467.3730769
YMR272W-B,24356.6905961
YMR273C,17042.2562977
YMR274C,1645.5
YMR275C,19893.9666075
YMR276W,19961.9230616
YMR277W,18314.3792839
YMR278W,6580.85185185
YMR279C,18456.0067568
YMR280C,25543.4523973
YMR281W,27302.4318557
YMR282C,15135.7892744
YMR283C,14257.422067
YMR284W,13688.4699482
YMR285C,10888.7040865
YMR286W,10716.9681818
YMR287C,15518.4465116
YMR288W,16807.5760976
YMR289W,4076.3525
YMR290W-A,3819.15365854
YMR290C,31714.4118234
YMR291W,34728.1926139
YMR292W,23113.7333659
YMR293C,3426.86944444
YMR294W,5417.97421875
YMR294W-A,6166.01117647
YMR295C,26148.7381854
YMR296C,16740.194697
YMR297W,28160.4448336
YMR298W,5161.98863636
YMR299C,3564.12972973
YMR300C,10624.5366667
YMR301C,23092.0518293
YMR302C,10619.0509728
YMR303C,26807.689486
YMR304W,26785.9879813
YMR304C-A,4251.65
YMR305C,24227.5361702
YMR306W,22726.5047489
YMR306C-A,26482.2760519
YMR307W,27669.801421
YMR307C-A,4462.44827586
YMR308C,4954.19210526
YMR309C,17866.3324934
YMR310C,7059.95503597
YMR311C,20682.8628866
YMR312W,6831.06
YMR313C,17980.6689076
YMR314W,16784.7684874
YMR315W,26192.4374735
YMR315W-A,26668.2267857
YMR316W,33315.3173239
YMR316C-A,25452.0532391
YMR317W,22221.7402116
YMR316C-B,6036.55397727
YMR318C,28228.4340386
YMR319C,29071.9633578
YMR320W,3810.85813953
YMR321C,2087.74615385
YMR322C,3516.93529412
YMR323W,678.12
YMR324C,500.0
YMR325W,1035.6
YMR326C,12834.7065789
YNL339W-B,0
YNL339W-A,0
YNL339C,0.0
YNL338W,0
YNL337W,7767.4754717
YNL336W,0.0
YNL335W,0
YNL334C,521.85
YNL333W,521.85
YNL332W,0
YNL331C,6088.33888889
YNL330C,3882.12818182
YNL329C,20076.0237857
YNL328C,22580.7147152
YNL327W,23263.6907251
YNL326C,3467.89883721
YNL324W,1816.81666667
YNL325C,16993.8277108
YNL323W,17076.2685484
YNL322C,17653.399345
YNL321W,19214.6664369
YNL320W,10511.188835
YNL319W,4091.16428571
YNL318C,6107.31283784
YNL317W,5542.08333333
YNL316C,6330.4609375
YNL315C,13594.0193772
YNL314W,13511.9185096
YNL313C,16170.5478261
YNL312W,15799.1494792
YNL311C,23174.325
YNL310C,11929.941
YNL309W,12652.4302326
YNL308C,18028.3167339
YNL307C,21498.4982428
YNL306W,21470.8339001
YNL305C,21643.7697619
YNL304W,21838.73523
YNL303W,4295.29909091
YNL302C,30422.3921854
YNL301C,18616.6390547
YNL300W,18639.1181488
YNL299W,14908.4141921
YNL298W,21120.7298713
YNL296W,5654.11851852
YNL297C,25181.9798328
YNL295W,25738.8773034
YNL294C,14801.0663386
YNL293W,14397.1438914
YNL292W,3189.69230769
YNL291C,4983.76918605
YNL290W,4580.25
YNL289W,16568.2995833
YNL288W,20638.03125
YNL287W,27137.5975678
YNL286W,4270.621875
YNL285W,14465.9633858
YNL284C,21829.4979911
YNL283C,17540.7973615
YNL282W,19472.0555267
YNL281W,26707.3888283
YNL280C,20970.860625
YNL279W,20712.2741273
YNL278W,35359.0254195
YNL277W-A,17444.937619
YNL277W,28697.5405703
YNL276C,14650.1307292
YNL275W,12656.025
YNL274C,14459.234858
YNL273W,14473.7791193
YNL272C,23610.9192434
YNL271C,22273.3479483
YNL270C,28249.985662
YNL269W,4685.26206897
YNL268W,30109.0325982
YNL267W,4412.87867647
YNL266W,5020.34722222
YNL265C,10701.7671875
YNL264C,4327.6125
YNL263C,14162.728125
YNL262W,14410.9446429
YNL261W,5245.788
YNL260C,21403.7396501
YNL259C,20459.1535714
YNL258C,5370.58353659
YNL257C,17232.8863095
YNL256W,16359.852993
YNL255C,17109.2634518
YNL254C,17150.8700326
YNL253W,20483.1313953
YNL252C,5107.5375
YNL251C,25287.2570122
YNL250W,10826.5100985
YNL249C,3684.32142857
YNL248C,23715.6132251
YNL247W,24395.6815217
YNL246W,14205.9071429
YNL245C,8560.30243902
YNL244C,15779.0256219
YNL243W,15884.1965719
YNL242W,17844.2747899
YNL241C,36491.7164112
YNL240C,28947.1851299
YNL239W,28998.8354545
YNL238W,6225.58880597
YNL237W,8834.46830357
YNL236W,13975.0629442
YNL235C,26055.8232916
YNL234W,26573.8636364
YNL233W,18530.08307
YNL232W,13174.1849345
YNL231C,30058.9271195
YNL230C,20929.0340491
YNL229C,26864.4825068
YNL228W,27563.8259597
YNL226W,2496.63571429
YNL227C,2564.025
YNL225C,20547.0322738
YNL224C,21758.3017724
YNL223W,21631.2485876
YNL222W,10981.0814286
YNL221C,28607.3091736
YNL220W,28358.1429802
YNL219C,18113.9060575
YNL218W,18038.303681
YNL217W,31121.4664781
YNL216W,27996.0076142
YNL215W,5106.28090909
YNL214W,8534.19823009
YNL213C,11275.2342105
YNL212W,12014.0662791
YNL211C,4915.98
YNL210W,4855.05
YNL209W,9855.70434783
YNL208W,34977.4740031
YNL207W,12068.7573333
YNL206C,16441.3047739
YNL205C,6749.34
YNL204C,18976.9243243
YNL202W,18981.5927928
YNL203C,14816.6387868
YNL201C,11554.4064356
YNL200C,18702.0191729
YNL199C,24209.8572727
YNL198C,3268.57727273
YNL197C,26303.9590909
YNL196C,10107.3378151
YNL195C,6446.49868421
YNL194C,30322.9875877
YNL193W,29981.4657903
YNL192W,32173.9992174
YNL191W,21920.340107
YNL190W,33787.7240868
YNL189W,23059.3027539
YNL188W,2393.60714286
YNL187W,13925.5315068
YNL186W,22670.3156528
YNL185C,14567.3561135
YNL184C,5800.9962963
YNL183C,24500.4990528
YNL182C,8593.1186747
YNL181W,8580.26160714
YNL180C,23557.7461498
YNL179C,33417.2321786
YNL178W,23431.093807
YNL177C,21575.755814
YNL176C,9002.29256757
YNL174W,4526.834
YNL175C,25014.4998489
YNL173C,28350.6473148
YNL172W,28367.1304082
YNL170W,1453.6875
YNL171C,3856.63
YNL169C,25641.5790615
YNL168C,21491.085086
YNL167C,24693.8390657
YNL166C,15530.3807292
YNL165W,14794.6020767
YNL164C,14083.1434132
YNL163C,6282.64384615
YNL162W-A,6362.2078125
YNL162W,29076.4661972
YNL161W,28494.5985697
YNL160W,31679.405586
YNL159C,13204.3453767
YNL158W,13461.1773994
YNL157W,26484.335642
YNL156C,28282.7169679
YNL155W,28118.3396414
YNL154C,14518.3995614
YNL153C,26893.0449647
YNL152W,26024.1913333
YNL151C,15106.6316176
YNL150W,12896.0802198
YNL149C,29074.6032796
YNL148C,25256.1140725
YNL147W,23177.6523196
YNL146C-A,5001.33913043
YNL146W,12071.9372093
YNL145W,4291.73365385
YNL144W-A,10520.8757812
YNL144C,34488.794275
YNL143C,6157.52391304
YNL142W,21398.1441176
YNL141W,19823.2187279
YNL140C,3304.65441176
YNL139C,24672.0754707
YNL138W-A,26197.2646018
YNL138W,18527.9325
YNL137C,29554.9829776
YNL136W,29585.5910695
YNL135C,28410.9375386
YNL134C,25237.1228046
YNL133C,18358.5700237
YNL132W,18629.8218978
YNL131W,21557.6052165
YNL130C,21124.1257371
YNL130C-A,10874.4576
YNL129W,21209.6983436
YNL128W,5415.15849057
YNL127W,5867.96584158
YNL126W,9022.11020408
YNL125C,28059.0242236
YNL124W,29574.6935019
YNL123W,7526.57715517
YNL122C,18795.627027
YNL121C,14322.5872423
YNL119W,14188.58325
YNL120C,2775.29375
YNL118C,26547.6282337
YNL117W,27093.5565517
YNL116W,27534.7535601
YNL115C,12887.5534483
YNL113W,10929.3237374
YNL114C,3856.9265625
YNL112W,4158.51774194
YNL111C,23634.6686688
YNL110C,23530.6179423
YNL109W,23537.3598507
YNL108C,15918.5139175
YNL107W,15557.2269231
YNL105W,4615.22535211
YNL106C,18681.5937363
YNL103W-A,6723.69056604
YNL104C,39263.0028386
YNL103W,36330.1034583
