Gene_name,WT_control_value,WT_log2_ratio,WT_Input_control_value,WT_Input_log2_ratio,Taf1_Input_control_value,Taf1_Input_log2_ratio,Taf1_control_value,Taf1_log2_ratio,Taf2_control_value,Taf2_log2_ratio,Taf7_control_value,Taf7_log2_ratio,Taf11_control_value,Taf11_log2_ratio,Taf13_control_value,Taf13_log2_ratio,Med14_control_value,Med14_log2_ratio,WT_minus_SM_control_value,WT_minus_SM_log2_ratio,WT_SM_control_value,WT_SM_log2_ratio,Taf1_SM_control_value,Taf1_SM_log2_ratio
YMR312W,0.3095244152,0.2410597543,0.7472626955,-0.3753073637,0.8429031308,-0.2243567858,0.4309714356,-1.0215295876,0.4347589247,-0.7182446019,0.1900690015,0.0174972975,0.4260586571,-2.3939370056,0.2338468063,-1.6132791561,0.6017032622,-2.6750458636,0.4008596047,-0.2106068098,0.2849443114,0.0220529627,0.2710909798,-0.6396026299
YOL086W-A,0.8679953754,0.0801880145,0.620622311,-0.7522892659,0.9294956296,-0.3247124289,1.9527190743,-2.659022233,3.1712860078,-2.4519929436,0.6751591574,-0.1935405254,0.8465822716,-1.5826329187,1.0711955379,-2.9299694571,1.0403839861,-2.6708311067,4.5613142859,-1.299156493,1.0450007027,0.8402477759,0.6069610422,-0.2512709173
YGL047W,0.7184329076,0.3158823698,0.7045426725,-0.0095314052,0.8656407672,0.1499359859,0.5715842911,-1.6922209521,0.7896653045,-1.0905994996,0.4489638092,-1.3362660779,0.577544351,-1.8667132851,0.2506394308,-1.4141011056,0.9974290924,-2.7513810764,0.6865987604,-0.340163041,0.6020900157,-0.2027947751,0.3922192694,-0.5028277371
YNR046W,0.9909829505,0.6915283869,0.4017032997,0.0551303811,0.5461769753,0.0365129788,1.2677205069,-2.3104819142,1.7528696908,-2.1793245315,0.8888482273,-3.0790462779,1.0557996222,-1.9075147618,0.6762699646,-2.5436021252,2.8548938775,-3.657078471,0.9093417662,0.21432668,1.573653256,-0.9506596656,0.4940978195,-0.8240713776
YDR310C,0.662871638,0.3709980793,0.4120878112,-0.330026176,0.5288395275,0.5901311082,0.6544795288,-1.6982928882,1.047875667,-1.7821432009,0.4864644426,-2.5339002798,0.568438398,-1.34096825,0.3049844939,-1.7292848108,1.3315744978,-3.8089879115,0.7774060806,0.0313202627,1.0438357074,-0.14207853,0.3746648676,-0.6300390224
YOR230W,1.6916955644,0.4468377091,0.4732129034,-0.1273960983,0.6826975341,0.0187918882,1.5535310465,-1.3228881391,2.2683059379,-1.3416500895,1.4951533767,-1.8008888519,2.1261864218,-2.0628033577,1.119616989,-1.763803112,3.1848279829,-4.2533199496,1.9809086245,-0.6585689176,5.2873838182,-0.5250244791,4.2556824539,-0.7915581764
YIL111W,0.6261535441,0.0726340093,0.3306158305,0.096034279,0.6113581997,0.0693597628,0.962070805,-2.1346553261,1.0589980051,-2.2047021665,0.4332185464,-1.7877565595,0.4168020319,-1.4513265591,0.6536624184,-3.5450911989,1.0370092626,-3.4213684405,1.472609723,-1.0496653838,1.7646586428,-0.0676728176,0.6720421075,-0.8903167264
YJL091C,0.6323089776,0.9266346991,0.5177903188,-0.214526798,0.7953435746,0.1256123168,0.9187760355,-2.2337322057,1.0831106238,-0.9535251676,0.5852679769,-1.7760371853,0.5614134134,-1.32946082,0.4029142975,-1.8379695243,1.7818508053,-3.5434243559,0.8535144323,0.6122781226,1.0213195977,-0.4104609589,0.5795678708,-0.9892983265
YGR277C,0.5687953543,-0.0156571111,0.3545086497,0.2685209521,0.6334326551,0.1478026102,0.8353191171,-2.114624413,0.7512774147,-1.8214077344,0.4098359941,-1.8453913174,0.4782785749,-2.3058190836,0.3861760181,-2.7930842456,0.6640447012,-2.7914845115,0.3865985285,-0.6854728028,0.4589855257,-0.418849412,0.2655812977,-0.6363469783
YLR036C,0.6217696399,0.2551522525,0.5788309841,-0.0417016836,0.907894875,0.0648816429,0.9016945383,-2.0359413519,0.7087758912,-1.4849864206,0.3331263634,-1.2353172136,0.5428934156,-2.5205143295,0.4322062865,-2.4967777732,0.8653226866,-3.2028870786,0.450974698,-0.1048240459,0.4687710316,-0.134544959,0.2747146815,-0.4907248959
YML098W,1.4187766668,-0.4664865771,0.6471323648,-0.370143188,0.8500086422,-0.1701212011,0.9039254313,-1.3291738824,0.5771624811,-0.6005917556,1.1621451451,-2.4339961802,1.5543652507,-2.6856776706,0.4259566042,-2.1219733003,0.9744536286,-1.8618987983,0.3869296016,1.2647949583,0.7480103333,-0.575385826,0.4760307724,-0.9521359289
YCR075W-A,0.9772701361,-0.3918747992,0.6231551187,-0.3865979108,0.796859417,0.0823941508,0.6876136861,-1.4322224837,0.7049951521,-0.5359646375,0.6799538661,-1.966030889,1.0432570779,-2.6723444077,0.3793285401,-1.756366985,0.8861141334,-2.2214096759,0.584326877,1.0380500873,0.5930552685,-0.7109242787,0.5886163056,-1.2670695462
YOR098C,2.1466279417,-0.2520769144,0.6174140879,-0.6055478087,0.835513399,-0.1248493022,1.3626786159,-1.5627691037,1.9455573719,-0.9903754601,1.5198089815,-2.3102530674,1.7767420529,-1.816689802,0.6398587724,-1.4325429881,2.2172727086,-2.243491559,0.8690103654,0.1784651517,0.9895024721,-0.7022358394,0.6941015159,-0.9647816889
YNL311C,4.0998239261,-0.8862253364,0.8576086839,-0.2319195754,0.4928382698,0.5498957673,1.5028029851,-1.1858913295,1.5919102147,0.1521509655,2.8310132854,-2.0048093629,4.1613512527,-2.4665073852,0.9697333051,-1.3168418946,1.8708701185,-1.2608620642,2.3078651937,1.2375451805,3.8760500131,-0.8545049703,2.7768159417,-1.2053618053
YLR436C,0.3249579492,0.5927122876,0.1892007345,0.2780686342,0.3704339936,0.203148941,0.3637549636,-1.7745205348,0.7126261292,-1.4549733426,0.2962810033,-1.8417718901,0.3305980049,-1.763497656,0.2012941136,-2.6986967358,1.0538127704,-4.0547348984,0.6085338454,-0.3127052753,0.5889917509,-0.5134576888,0.3500900676,-0.9911975946
YPR056W,0.7819893757,0.1002965512,0.5522365034,0.0701068956,0.8814623726,0.1791369961,1.0179460339,-1.8426143204,1.0501874097,-1.3939247918,0.5879991082,-1.5260894953,0.6865198882,-1.6491124008,0.4226959004,-1.8603736141,1.3377357917,-2.9347157861,0.4547986476,-0.0521288473,0.9745275855,-0.7313189549,0.5205867783,-0.7340325452
YJL162C,0.2864171424,0.4791280048,0.2374929344,0.1434332068,0.5427663298,-0.1564175084,0.3536736619,-1.9069935153,0.4305621881,-1.7196594693,0.3142701944,-2.6653382796,0.2938459056,-1.7407424981,0.1943379455,-2.7474950473,0.5620293253,-3.3906237925,0.097632851,-0.1802978788,0.2102870195,-0.1561634957,0.1709000753,-0.1366319722
YDR531W,0.3577284812,0.3588627443,0.4998918111,-0.316013125,0.7297833895,-0.021819575,0.6465676463,-2.4434825909,0.7699249834,-1.7819877306,0.2113979207,-0.9169795516,0.2880922789,-1.1043627701,0.3221575338,-2.3554630137,1.0801467645,-3.9946408386,0.5213494157,-1.6756845453,2.1231748796,-0.0536183686,0.4965428823,-0.8734127073
YMR233W,0.5505329779,0.6168479507,0.2469487498,-0.219491999,0.6952032341,-0.4003899365,0.6664149197,-2.0163031586,0.8657330173,-1.6675815725,0.5845517345,-2.0675323337,0.6426629023,-2.4343704584,0.3010173043,-2.0253405644,1.058162703,-2.8420876665,0.503511859,-0.0453385616,0.5730225049,-0.1922310977,0.2895693036,-0.7180087336
YDR173C,2.0730832985,-0.4419300775,0.4680628611,-0.4052150876,0.6815606522,-0.0658086042,1.9871963056,-1.9825918857,1.4492726816,-1.1549954278,1.445382675,-2.6304513448,2.0776771012,-2.277666189,0.9322352116,-2.2916335121,2.0142245145,-2.7231037005,0.6924045815,-0.6092099699,1.3247273831,-0.6982217148,0.7516459245,-1.0285780281
YHL035C,0.4644268896,-0.1999462587,0.3210755882,-0.3803345539,0.6026421058,-0.219444054,0.7088765803,-2.1003537507,0.5939406028,-2.0564486723,0.2010233595,-0.7397741061,0.401655743,-2.2348297036,0.2803661803,-2.1756115467,0.5885442133,-2.764184927,0.7418035347,-0.0726786771,0.6315387278,0.2151560997,0.3784231019,-0.807459905
YDR337W,0.8666969451,0.6349151536,0.4442544689,-0.9543156716,0.8266078247,0.0028137185,1.1697291853,-2.1648844806,1.4152095972,-1.3653097707,0.7323796245,-2.5695488449,1.0235549593,-1.7917246045,0.6638249452,-1.8691447305,2.5522693629,-3.2776138713,1.1182237005,0.1357431802,0.9372472966,-0.3115894314,0.6657581867,-1.0435390287
YPL131W,6.249081627,0.37312868,0.6748243956,-0.2030878687,0.9338536766,0.1164857589,5.6083235606,-2.6541728789,10.8497478993,-2.267169203,4.3920347954,-2.9320696686,6.3865360672,-3.0013059226,3.1100049234,-3.4761274621,12.3379120885,-3.9523400864,4.5516855769,-0.3079303731,7.3867536029,-0.7478782813,1.806194219,-2.163346037
YLL028W,1.1838643958,-0.2925436365,0.4530348689,-0.221874295,0.8262288641,-0.0788069329,1.2044272857,-0.5823152456,1.3521975691,-1.692876774,0.8484821901,-1.4984873015,1.0533944795,-1.283396362,0.6833891679,-1.8807844084,1.6675229103,-3.6406130187,0.5246125473,-0.2058726121,2.5873549082,-0.6576665763,1.1069487156,-0.8244644506
YLL008W,2.4323831457,0.1793221018,0.4796293496,-0.5095005921,0.6468857567,0.1848315385,2.4333996827,-2.4706750128,3.1738026773,-1.6900185389,1.9396674754,-3.2349098151,2.5839312863,-2.7118549785,1.0504357238,-2.3154877345,2.4699433629,-2.3550027086,0.942064141,-0.8787794609,1.4524913993,-0.826339154,0.8307960681,-1.4526735126
YNL263C,0.9130836035,0.1522201296,0.4845261111,-0.7840139886,0.9435171721,-0.1656261221,0.8348914354,-1.2079155555,1.0242600995,-0.9433069931,0.7352241609,-1.9659383275,0.9157322154,-1.565489591,0.3521016635,-1.8521152809,1.630651943,-3.0526989576,0.5200920843,-0.3885496201,0.9144347716,-0.6248683872,0.4744875658,-0.2739373859
YBR201W,0.2146615031,0.8274600777,0.3047811921,-0.1797000453,0.5079966941,0.2380973286,0.3928809329,-2.1175075821,0.500664787,-1.31285802,0.1906428216,-1.6448718024,0.2536833666,-1.8399990096,0.2254776666,-3.1518829116,0.5464483168,-3.1201369134,0.2724269621,-1.5044454926,0.3638487653,0.3828306091,0.2193585729,-0.6506389019
YDL133C-A,9.3729547087,0.3138069237,0.6117574841,-0.4511238925,1.0864800612,-0.0846110837,6.6830277484,-1.3084290172,10.095677933,-1.4728808147,7.0104376933,-2.8796854673,9.6219839345,-1.9483432937,3.9652875257,-2.3367297682,14.3487794657,-4.3325681952,3.0422551009,0.5744494466,11.0156561593,-1.023858203,2.7711229852,-1.6761434134
YLR215C,0.5499715369,0.2440917884,0.4804736188,-0.4621105231,0.7371731214,0.3540511025,0.7372760157,-1.7579643853,0.8190649355,-1.3498704113,0.4036896582,-1.6152156641,0.5455551488,-1.3547523675,0.2788988636,-1.6620119094,1.2629554622,-3.1420823182,0.6340364134,-0.1348812595,0.5428281563,-0.1658048716,0.4363175229,-0.7942796701
YJL013C,0.4107990462,-0.0616055537,0.5578931072,-0.3165110818,0.5973366573,0.0571632093,0.3267235993,-0.3107653506,0.4021169666,-0.0590092715,0.3077155548,0.1630555916,0.4779757155,-1.1948093144,0.1991746561,-0.5629130282,0.6517794591,-2.3425117928,0.6913914774,0.1504382923,0.5337254419,-0.8331856837,0.3934971923,-0.2885477258
YMR220W,1.1909751768,0.1298705459,0.7186419686,-0.5940431881,0.9813184926,0.192236586,1.0456641542,-1.5348896248,1.4872372077,-1.4207217956,0.8437780096,-1.8307534955,1.3669291337,-2.3371779481,0.5330707235,-1.9435416775,1.7948306749,-3.074444411,0.8198756603,-0.1140214275,1.0448115288,-0.5793557136,0.5658525987,-1.039973502
YJL073W,0.3006940436,0.6893654669,0.5089254919,-0.1995303557,0.5471243768,0.2023572355,0.3144049704,-0.7707867549,0.4700335231,-0.9955657698,0.3157775573,-1.3743592527,0.310850341,-1.7271947241,0.2406942843,-1.6799616252,0.4347365545,-2.2019309039,0.3312958718,0.3054608396,0.2698143854,-0.4387680356,0.196803379,-0.041281003
YIL154C,0.7995902153,0.0262933823,0.4719464996,-0.1801329279,0.4953015138,-0.0508976403,0.5623106277,-1.8807720685,0.8435866663,-0.8374918345,0.6067598586,-1.3274969312,0.7060149288,-1.9761110894,0.268899372,-1.8950028354,1.1014107706,-2.7411373494,0.742123245,0.4089681648,0.754672839,-1.2631173188,0.3067677102,-0.8941905075
YNL309W,0.4793346102,0.4306541578,0.5628742957,-0.5960777146,0.6120213808,0.1539522671,0.5474429727,-1.6764635275,0.6444021745,-1.0953831494,0.4041060579,-1.1347583209,0.3846476006,-1.8023479206,0.3041149729,-1.9062784464,1.0452921997,-3.9512357785,0.5020574985,-0.7408414315,0.9172188931,-0.9994237265,0.3865216122,-0.3945590745
YBL056W,1.4904079554,0.3217664285,0.5437093842,-0.863734718,0.935369519,-0.2734641257,1.3807618866,-1.3195083541,1.6405192311,-1.0513118609,1.1835293276,-2.8491503979,1.4953499283,-1.3705304662,0.7934379206,-1.6959331708,2.6655442937,-3.0528309579,1.080761251,-0.2501275886,1.3385435837,-0.5420651608,0.7780657586,-1.1987377703
YOR305W,1.2091761327,0.2551431536,0.4659521881,-0.0083026231,0.9123476621,0.1919153572,1.1853592072,-1.6275306731,1.579704969,-0.6274094805,0.8983230433,-2.0792003805,1.2444917383,-1.5845041948,0.5853506742,-1.3840322939,2.0519240917,-2.8746426961,0.8531506503,0.1346125704,1.0842145215,-0.8941268256,0.7086223384,-0.8339853391
YIR017C,1.6922903822,-1.1582345326,0.4904359957,-0.7362063789,0.6135372232,0.0617794823,0.9406635699,-0.597510734,0.5790403198,-0.6286014719,1.1062410939,-1.1993674121,1.2919475147,-2.0784249155,0.6411087088,-2.2559976515,1.1838423989,-2.1147617999,0.417083897,1.0002149444,2.860973224,-0.8885350338,0.7983183212,-1.1088732835
YOL041C,0.5381117786,1.1554306458,0.5168616226,-0.1189892733,0.7506262229,0.2652781923,0.8772188527,-1.6310797923,1.7734149971,-1.322984542,0.4648890421,-1.5032749144,0.6929900565,-1.4630702165,0.4052511352,-1.9510553947,2.1714972469,-3.8715912177,1.0682595732,-1.3834257758,1.4245150677,-0.9381994081,0.4245048843,-1.1291847163
YHR143W,3.4234043696,0.0230446156,0.4687382765,-0.6997429537,0.9108318197,-0.0928400551,3.2958133194,-0.3373063919,3.7766980305,-1.138841874,2.6149963314,-1.7962809072,2.9818874852,-0.5434371153,1.5770937298,-1.1953129827,5.018429931,-5.1343645349,1.83473798,-0.3641046135,7.0583598126,-0.8849221498,2.1576216225,-1.1350781827
YGR254W,2.0469223632,0.7870340282,0.6297404187,-0.3042415822,0.5949681535,0.1917064645,1.4378426965,0.5442328971,3.8461760487,0.9586801834,2.0661616096,-0.6924562965,2.0014965447,-1.0876413218,0.7480054479,-1.1097486698,4.0778261857,-4.1887981159,1.9375424507,0.4986418806,2.1705773209,-0.6561392741,1.0806432646,-1.0726309853
YML022W,0.6974785273,1.1604474282,0.5026778996,-0.1316479385,0.7360362395,0.0741652752,0.8231572722,-1.9083419554,1.6589718189,-1.450231743,0.6858772493,-1.8227933865,0.9711716659,-1.7402132795,0.5237777177,-1.6555426061,2.1312397729,-3.7174523188,0.7140849942,-0.5185024345,1.2805601458,-0.3284089762,0.5777345689,-1.1450078755
YJR089W,0.7498701296,-0.2603193393,0.6740645533,-0.6923810761,1.2605177201,-0.0903497225,0.8206461171,-1.1967444325,0.6610881557,-0.6207254426,0.7079281703,-2.0471092654,0.8068783613,-2.2314201327,0.346449777,-1.8782543028,1.0697156257,-2.9166829889,0.4702877643,0.0284508269,0.7295665492,-0.496360399,0.4376420898,-0.5118659329
YEL055C,1.123308128,0.3691805166,0.7439700455,-0.7782134161,0.6268008445,0.3500978407,1.0768611641,-2.4330075658,1.4289785098,-0.9971930918,0.7601638509,-1.8917392866,1.0881116085,-2.6383435004,0.5759489782,-2.6605578907,1.7469315464,-2.9861065749,0.9825034756,-0.3556254746,0.9451909175,-0.4992833378,0.3601019851,-0.7779029335
YOR171C,0.5203369214,0.497296173,0.5981647495,-0.7481048221,0.9807500517,0.1616314858,0.8270228395,-2.0314962262,1.0592569406,-1.4634415628,0.4401156302,-1.4347727731,0.6203145447,-1.9984929917,0.4253588085,-1.6921530559,1.2324607833,-2.9492602766,0.6869650028,0.2642174961,0.8821496026,-0.8331732225,0.3389251638,-0.6355164433
YLL015W,0.3682534336,0.1770142305,0.2768358805,0.2849458908,0.5043018282,-0.0404972989,0.8843000465,-2.8262522502,0.9484220576,-2.3116953392,0.2187498211,-1.4369929144,0.4516352161,-2.5647190845,0.4338909834,-3.0450522511,0.7991343645,-3.0892266757,0.4890467541,-0.2088930171,0.4831787863,-0.0129703437,0.2884367002,-1.3195167298
YIL031W,0.6322684255,0.1233529158,0.3823695343,-0.1477531283,0.8650723263,-0.1177393615,0.8086920718,-1.9964873152,0.7534751292,-0.6306349482,0.4830284805,-1.5654136438,0.6516089834,-1.5387778445,0.5104088322,-2.5370025403,0.8828592323,-2.2438601136,0.4588042877,-1.3058264657,0.560957182,-0.349659378,0.3707422912,-0.5411288054
YJR094W-A,2.9826590972,0.8125413553,0.2692374575,0.2275398231,0.2868731797,-0.3426334007,5.2391926812,-3.7899194246,9.3426499286,-2.5778304578,2.5511007564,-3.4734975172,3.628380679,-2.5139192864,2.7725220818,-3.7315225856,6.9661138894,-4.2661123731,3.1699994801,-1.8056283201,3.7605245765,0.0811815092,1.0586266283,-2.439779523
YJR022W,0.4185671804,0.5949568086,0.5410077226,-0.2870144576,1.0507630239,-0.1521976367,0.5877805914,-1.3808334824,0.7645049525,-1.1220089218,0.3684546336,-1.2635795858,0.391326893,-1.2274700109,0.4243805974,-2.0253787117,0.9995265882,-2.7797337648,0.5678947091,-0.8821136272,0.5520892955,-0.0704231462,0.2779913621,-0.2660827153
YBL039W-B,0.6757538435,-0.3252674066,0.3456438228,0.1164446995,0.7352783183,-0.2021890865,1.0786457426,-3.2825787617,0.9377990825,-2.2399682269,0.3112245495,-1.6167159333,0.6099416072,-3.0929591511,0.6202945497,-3.8557774003,0.6481950659,-3.3742470834,0.5710348333,-0.310633529,0.6506733494,0.4699878838,0.3692083175,-0.6638819635
YKR054C,0.6836330441,-0.283299982,0.6871507263,-0.5144758043,0.964075785,0.1814125234,0.7975300682,-1.6757610876,0.8329823002,-1.0094675073,0.6435841901,-1.9074740105,0.7755148028,-1.7276452971,0.2841703347,-1.4396419268,0.9075703012,-2.5881245281,0.4281247378,0.2558887992,0.649201394,-0.8068788976,0.4371676196,-0.615321407
YBL001C,0.5277744812,0.014319414,0.4619841227,-0.3718713455,0.7410574676,0.1256339162,0.8588271526,-2.4312131666,1.2567530871,-2.2926325346,0.4178492008,-0.904981075,0.5341229608,-2.1567408472,0.46111786,-2.7720051648,1.0633995967,-3.3007092049,2.4902605151,-1.5883449515,1.1031559814,0.0835459154,0.3823190154,-0.6641843241
YNL063W,0.8019611059,0.2884545944,0.6666349841,-0.8053361325,0.9801816108,-0.1442252652,0.7705797403,-1.8591457948,1.3296018719,-1.599759339,0.7941984185,-2.2890666892,0.9331764168,-1.8789424479,0.4609004798,-2.2308820084,1.2980546094,-2.5085929163,0.5979500618,-0.0869716174,1.1145795237,-0.3767479799,0.5469087789,-0.8249576604
YGR123C,1.3507570464,0.2959195885,0.7172911379,-0.5167548751,0.8719883574,0.1889122252,0.7510871337,-1.9416367594,1.7967327929,-2.0301819242,1.0636475402,-2.7349730177,1.1718045746,-3.0559688136,0.4392167996,-2.3905562153,1.7774849886,-3.2865083737,0.8076126644,0.3080651453,1.0649145634,-0.6033511564,0.6044884746,-1.3142304354
YDR292C,0.2626676775,1.2559781432,0.5317207611,-0.1517397102,0.7444681131,0.3052415014,0.4905937019,-1.7338182187,0.7465630272,-1.2128929338,0.1920660676,-0.8911617074,0.3523809565,-1.2396533102,0.3013433746,-1.6136993103,1.1475223764,-3.9061197193,0.4338982913,-0.2270310156,0.647505138,-0.4349977042,0.2783391602,-0.2310197008
YIL009C-A,0.4544497478,-0.0488961978,0.6145435726,-0.6286313593,0.9095054575,0.0142690791,0.5428952084,-1.9430431755,0.7963950665,-1.990339362,0.3230692504,-1.596844266,0.4278882675,-1.9892552539,0.2049895778,-1.5618339733,0.7398362488,-3.498946451,0.4413766579,-0.1561219244,1.0025631466,-0.2553342977,0.2824270372,-0.1379907078
YNL049C,0.2168746871,1.1092182792,0.4505864881,-0.6837286914,0.7023087455,0.2753001259,0.4448386761,-1.2717992095,0.6088755792,-1.1756937222,0.1919104954,-0.6468830373,0.316394651,-1.18375151,0.2141195484,-0.9661598891,0.6934105446,-3.4616274082,0.3543021464,-0.3153070628,0.8100794775,-0.8931004219,0.1727818988,0.2114900876
YMR117C,1.2634037253,-0.3098115357,0.7042049648,-0.3698888556,0.9726023987,0.1117545301,0.9547557252,-1.7150871146,1.2309824078,-0.9257940876,1.12559327,-2.0893839493,1.5777440625,-2.4844005224,0.5199735633,-2.1004378149,1.5638096651,-3.0649045538,0.4884780052,0.6870647382,0.6122634044,-0.5826957662,0.4614074676,-0.8949751615
YLR173W,0.2724545186,-0.1220123668,0.5436249572,-0.3745736439,0.8609984998,0.0642827667,0.4587687279,-0.9155266498,0.4120700669,-1.2337461194,0.2520165796,-0.5008715995,0.2731701343,-0.7825230816,0.2291731309,-1.5647761896,0.4108696949,-2.4199881134,0.3913137711,-1.1783518537,0.2293101818,0.473630308,0.314584219,-0.5120533882
YAL016W,0.6775587218,0.7623809194,0.4559898112,-0.329110597,0.6431908908,0.0075591632,1.1087087738,-1.8594373153,1.0885523314,-0.5982694015,0.7648323293,-1.4666685935,1.1083247162,-1.7186031669,0.6131753464,-2.2136070453,1.5961544343,-3.0642239522,0.7607735739,0.1805600317,0.936212706,-0.2778792477,0.4244472718,-0.6987744479
YER009W,0.6646424123,1.0942870602,0.3255502151,0.0517192631,0.5851151777,0.1941516252,0.9882078781,-2.091563014,1.3140321489,-1.5277428297,0.4169936882,-2.1126573895,0.7624592129,-1.4492496744,0.5545370234,-2.2450677234,2.2869640337,-3.877869671,1.4042028635,-0.8980069097,1.4684473175,-0.3669648279,0.3798947107,-1.282672062
YPL012W,2.8875232356,-0.0086864991,0.6471323648,-0.5518343982,0.532250173,0.4911280684,2.3463621514,-2.9999369752,3.0679714553,-1.967080932,1.865143304,-2.8859497879,2.745373398,-3.0156234171,1.2370566703,-2.7627127163,3.0052278119,-2.6827070399,1.1420700746,0.5878098162,1.6288036577,-0.3698696108,0.8581317436,-2.0166609483
YBR069C,3.161174953,0.5997529768,0.2938056921,0.1509990911,0.6598651575,-0.4185718005,4.4259630062,-0.8898041412,7.0930312596,-1.2212233716,2.4799654897,-1.6080706279,3.5954773172,-1.3365571192,2.0453307931,-1.9271682944,7.2854080105,-3.8862665769,3.0946932443,-0.4822528172,4.2238483065,-0.4092893412,2.0129808848,-1.2773346591
YPR127W,1.6442148155,-0.7716719918,0.5155107919,-0.6943414573,0.7946803935,0.1128428379,1.2331165803,-2.9542041535,1.1769579324,-1.3406265431,1.0438551647,-2.9257758384,1.5248442196,-3.3154395445,0.5711666127,-2.7703439941,1.433797429,-3.600800536,0.7628593423,-0.8636877527,0.9060893201,-0.5350987239,0.6691919709,-1.2694681282
YDL207W,1.1406625589,0.1591072158,0.7302084571,-0.9597778161,0.8938733325,-0.1024979913,0.8460509336,-1.300749008,1.3894716758,-0.2842428433,0.9292830024,-1.2883383044,1.2047481711,-1.4765036213,0.4568246,-1.130685452,1.5805441471,-2.0895619755,2.5462725301,0.359810532,1.3636147116,-0.6473136554,1.112665797,-1.6667968579
YHL020C,1.4418903808,0.1167640474,0.6407159187,-0.5784742332,0.7955330549,-0.0925653389,0.8351146832,-1.3030583859,1.3780852945,-0.763655261,1.0482612408,-2.1205440155,1.2690454601,-2.1987712676,0.4838884414,-1.7244460045,2.013159961,-2.6860138757,1.1413527313,0.3387558456,1.0772759645,-0.8410423157,0.4891116994,-0.5693166535
YDR026C,1.3838854415,-0.3233934278,0.6117574841,-0.5476791014,0.7510051835,0.1640300361,1.2910388874,-2.2785704668,1.5249612478,-1.5905266564,1.1134355228,-2.4223507809,1.4528003074,-2.1658362086,0.6149143885,-2.1544990912,1.1759388725,-1.9651668715,0.6655260988,0.6862819606,0.984352968,-0.6367291981,0.5952056276,-0.7327481115
YDL084W,2.200730754,-0.1178214853,0.530707638,0.0876254301,0.9359379599,0.123127698,1.942238269,-1.9173982663,2.2614108323,-0.9478756644,1.8061717638,-2.1686647853,2.3121061851,-2.0262727024,0.9442454706,-1.9455946953,2.5505102161,-2.5846384961,1.6183743624,-0.3070561628,1.5808844002,-0.4466566259,0.9562696193,-0.9052879313
YPL222W,0.0694169757,0.4219811143,0.3667505535,-0.620704682,0.6208322149,-0.0444562189,0.2036214937,-0.8124943761,0.0894773777,0.2401663505,0.1211797822,-0.2446163224,0.1840785011,-1.2526120863,0.1383081855,-1.4805732241,0.101997868,-1.6475808302,0.1744194826,-0.7046690543,0.2150862311,-0.3109652023,0.1515310838,0.3256688763
YPR132W,8.4712721429,0.392710377,0.5410077226,0.1687094288,0.9739287608,-0.0736032251,9.1109955521,-3.0059194402,14.387880235,-2.0776076393,6.6878556996,-3.4658240403,7.5078120482,-2.8631902398,4.4784679562,-3.1424380829,15.4410057319,-4.3430950286,5.9572545007,-0.3968181296,11.025408152,-0.5282037312,3.583430111,-2.2930977462
YFL024C,1.9495551229,0.5484771147,0.5254731688,-0.3742209845,0.9645494858,-0.1698706787,2.4962014874,-2.9606872061,5.0856779475,-2.4135258215,1.3260933997,-2.1178324418,1.7773774377,-2.1145724626,1.417754005,-3.0646655847,4.4032928564,-4.1297724397,4.1711210781,-0.5362644949,2.0383290463,0.5090554967,1.2639785263,-1.3432751782
